Cell ID,Spot ID,80K Spots Position X,80K Spots Position Y,80K Spots Position Z
243,600002370,150.668,198.796,0.0998975
3,600002371,165.34,198.602,0.0998975
3,600002372,168.854,198.583,0.0998975
247,600002373,172.189,198.674,0.0998975
247,600002374,174.245,198.804,0.0998975
247,600002375,177.779,198.633,0.0998975
244,600002376,181.205,198.512,0.0998975
250,600002377,135.826,199.201,0.0998975
245,600002378,164.166,199.149,0.0998975
244,600002379,182.579,199.065,0.0998975
244,600002380,183.886,199.18,0.0998975
244,600002381,185.001,198.864,0.0998975
249,600002382,141.5,199.441,0.0998975
248,600002383,148.156,199.412,0.0998975
252,600002384,157.911,199.271,0.0998975
245,600002385,161.968,199.378,0.0998975
253,600002386,179.625,199.352,0.0998975
244,600002387,187.4,199.411,0.0998975
246,600002388,188.117,199.282,0.0998975
246,600002389,192.54,199.472,0.0998975
245,600002390,160.929,199.893,0.0998975
251,600002391,166.327,199.678,0.0998975
251,600002392,168.869,199.848,0.0998975
247,600002393,172.954,199.83,0.0998975
249,600002394,139.426,200.229,0.0998975
248,600002395,147.582,200.125,0.0998975
248,600002396,149.081,200.238,0.0998975
243,600002397,155.118,200.274,0.0998975
247,600002398,175.13,200.109,0.0998975
244,600002399,182.987,200.331,0.0998975
250,600002400,135.474,200.527,0.0998975
248,600002401,144.109,200.429,0.0998975
248,600002402,146.805,200.53,0.0998975
248,600002403,150.25,200.528,0.0998975
243,600002404,153.138,200.693,0.0998975
252,600002405,157.345,200.613,0.0998975
245,600002406,163.093,200.59,0.0998975
251,600002407,166.521,200.665,0.0998975
246,600002408,189.909,200.545,0.0998975
250,600002409,133.586,200.933,0.0998975
249,600002410,138.848,200.997,0.0998975
249,600002411,141.101,200.973,0.0998975
247,600002412,171.278,201.038,0.0998975
253,600002413,180.595,201.014,0.0998975
244,600002414,185.042,201.01,0.0998975
255,600002415,187.686,201.068,0.0998975
246,600002416,191.466,200.997,0.0998975
250,600002417,136.632,201.248,0.0998975
249,600002418,142.609,201.323,0.0998975
248,600002419,146.844,201.422,0.0998975
252,600002420,158.413,201.343,0.0998975
245,600002421,163.069,201.309,0.0998975
251,600002422,169.347,201.326,0.0998975
247,600002423,174.354,201.326,0.0998975
255,600002424,183.381,201.206,0.0998975
248,600002425,149.341,201.761,0.0998975
252,600002426,154.999,201.776,0.0998975
252,600002427,156.719,201.654,0.0998975
247,600002428,177.093,201.748,0.0998975
249,600002429,142.094,202.186,0.0998975
248,600002430,148.33,202.011,0.0998975
243,600002431,151.4,202.23,0.0998975
256,600002432,153.623,202.229,0.0998975
251,600002433,165.515,202.058,0.0998975
251,600002434,169.264,202.148,0.0998975
258,600002435,190.666,202.021,0.0998975
254,600002436,128.191,202.578,0.0998975
250,600002437,134.433,202.454,0.0998975
250,600002438,135.401,202.456,0.0998975
252,600002439,159.344,202.507,0.0998975
253,600002440,178.562,202.451,0.0998975
249,600002441,139.317,202.744,0.0998975
249,600002442,140.721,202.844,0.0998975
252,600002443,155.817,202.943,0.0998975
257,600002444,164.276,202.94,0.0998975
251,600002445,166.864,202.998,0.0998975
251,600002446,169.856,202.742,0.0998975
247,600002447,171.749,202.939,0.0998975
255,600002448,186.211,202.731,0.0998975
258,600002449,189.211,202.772,0.0998975
259,600002450,136.929,203.146,0.0998975
248,600002451,149.089,203.297,0.0998975
252,600002452,158.961,203.198,0.0998975
251,600002453,167.866,203.079,0.0998975
247,600002454,173.479,203.4,0.0998975
255,600002455,184.285,203.348,0.0998975
258,600002456,191.486,203.228,0.0998975
261,600002457,144.149,203.596,0.0998975
256,600002458,152.003,203.687,0.0998975
252,600002459,154.721,203.744,0.0998975
252,600002460,158.068,203.748,0.0998975
257,600002461,161.113,203.651,0.0998975
255,600002462,186.621,203.62,0.0998975
258,600002463,192.666,203.694,0.0998975
250,600002464,134.174,204.152,0.0998975
249,600002465,137.689,203.81,0.0998975
248,600002466,146.474,204.002,0.0998975
248,600002467,148.226,204.018,0.0998975
256,600002468,151.376,203.923,0.0998975
251,600002469,169.424,203.87,0.0998975
253,600002470,176.355,204.117,0.0998975
255,600002471,181.874,204.13,0.0998975
254,600002472,127.757,204.222,0.0998975
249,600002473,139.511,204.48,0.0998975
261,600002474,141.889,204.276,0.0998975
252,600002475,156.354,204.285,0.0998975
251,600002476,168.577,204.303,0.0998975
260,600002477,172.679,204.423,0.0998975
253,600002478,177.054,204.19,0.0998975
253,600002479,180.914,204.349,0.0998975
255,600002480,184.644,204.489,0.0998975
255,600002481,185.449,204.213,0.0998975
255,600002482,186.936,204.413,0.0998975
258,600002483,187.696,204.319,0.0998975
258,600002484,188.826,204.356,0.0998975
258,600002485,190.056,204.206,0.0998975
254,600002486,131.787,204.825,0.0998975
259,600002487,136.483,204.672,0.0998975
256,600002488,152.437,204.683,0.0998975
256,600002489,154.057,204.65,0.0998975
251,600002490,166.119,204.782,0.0998975
260,600002491,175.78,204.851,0.0998975
255,600002492,181.931,204.791,0.0998975
258,600002493,191.679,204.783,0.0998975
215,600002494,193.736,204.854,0.0998975
254,600002495,129.511,205.19,0.0998975
254,600002496,130.451,205.122,0.0998975
256,600002497,150.195,205.254,0.0998975
257,600002498,163.244,204.994,0.0998975
258,600002499,189.206,205.163,0.0998975
258,600002500,190.365,205.037,0.0998975
263,600002501,125.418,205.413,0.0998975
254,600002502,127.48,205.531,0.0998975
259,600002503,134.426,205.575,0.0998975
259,600002504,137.477,205.341,0.0998975
259,600002505,139.28,205.391,0.0998975
261,600002506,143.917,205.533,0.0998975
261,600002507,144.932,205.458,0.0998975
252,600002508,158.809,205.394,0.0998975
257,600002509,163.951,205.305,0.0998975
260,600002510,171.556,205.403,0.0998975
260,600002511,174.056,205.516,0.0998975
253,600002512,176.219,205.575,0.0998975
253,600002513,178.214,205.607,0.0998975
253,600002514,179.38,205.487,0.0998975
253,600002515,181.332,205.494,0.0998975
255,600002516,187.254,205.475,0.0998975
261,600002517,140.376,205.989,0.0998975
262,600002518,149.105,205.732,0.0998975
256,600002519,153.682,205.734,0.0998975
256,600002520,154.661,205.871,0.0998975
251,600002521,168.756,205.885,0.0998975
254,600002522,129.361,206.335,0.0998975
254,600002523,131.19,206.366,0.0998975
259,600002524,132.299,206.239,0.0998975
259,600002525,136.465,206.206,0.0998975
257,600002526,161.487,206.231,0.0998975
251,600002527,167.599,206.283,0.0998975
255,600002528,186.229,206.316,0.0998975
258,600002529,190.195,206.127,0.0998975
259,600002530,134.679,206.455,0.0998975
259,600002531,138.758,206.584,0.0998975
258,600002532,188.498,206.708,0.0998975
258,600002533,191.873,206.527,0.0998975
263,600002534,127.137,207.003,0.0998975
254,600002535,129.393,206.978,0.0998975
259,600002536,135.618,206.983,0.0998975
265,600002537,155.75,207.013,0.0998975
252,600002538,160.778,207.083,0.0998975
257,600002539,164.121,207.024,0.0998975
260,600002540,174.576,207.038,0.0998975
263,600002541,122.888,207.409,0.0998975
263,600002542,125.449,207.364,0.0998975
261,600002543,142.316,207.449,0.0998975
262,600002544,148.336,207.509,0.0998975
262,600002545,150.672,207.376,0.0998975
256,600002546,152.765,207.282,0.0998975
264,600002547,169.382,207.442,0.0998975
260,600002548,170.356,207.386,0.0998975
260,600002549,172.104,207.3,0.0998975
255,600002550,182.243,207.497,0.0998975
258,600002551,186.561,207.23,0.0998975
258,600002552,189.983,207.565,0.0998975
258,600002553,191.099,207.386,0.0998975
216,600002554,193.284,207.453,0.0998975
261,600002555,138.45,207.655,0.0998975
261,600002556,140.712,207.82,0.0998975
256,600002557,154.955,207.712,0.0998975
265,600002558,158.911,207.907,0.0998975
264,600002559,165.7,207.747,0.0998975
264,600002560,167.632,207.744,0.0998975
255,600002561,185.448,207.694,0.0998975
258,600002562,189.061,207.877,0.0998975
263,600002563,121.737,207.989,0.0998975
263,600002564,124.58,208.329,0.0998975
261,600002565,142.234,208.274,0.0998975
261,600002566,142.876,208.236,0.0998975
262,600002567,149.951,208.242,0.0998975
265,600002568,157.413,208.1,0.0998975
257,600002569,161.243,208.223,0.0998975
260,600002570,170.512,208.281,0.0998975
266,600002571,178.234,208.106,0.0998975
266,600002572,180.197,208.284,0.0998975
267,600002573,129.243,208.442,0.0998975
259,600002574,136.932,208.516,0.0998975
255,600002575,182.807,208.6,0.0998975
268,600002576,186.318,208.507,0.0998975
258,600002577,188.913,208.588,0.0998975
258,600002578,190.373,208.574,0.0998975
216,600002579,193.229,208.497,0.0998975
263,600002580,122.873,208.996,0.0998975
263,600002581,126.148,208.995,0.0998975
267,600002582,130.437,208.864,0.0998975
259,600002583,132.409,208.867,0.0998975
259,600002584,133.988,208.85,0.0998975
262,600002585,145.619,208.795,0.0998975
262,600002586,150.81,209.044,0.0998975
262,600002587,152.3,208.743,0.0998975
265,600002588,156.3,208.938,0.0998975
260,600002589,173.311,208.92,0.0998975
255,600002590,184.836,209.039,0.0998975
268,600002591,187.245,208.869,0.0998975
216,600002592,191.45,208.739,0.0998975
263,600002593,121.407,209.28,0.0998975
267,600002594,128.888,209.234,0.0998975
270,600002595,136.607,209.403,0.0998975
261,600002596,138.094,209.205,0.0998975
261,600002597,140.33,209.23,0.0998975
262,600002598,146.777,209.208,0.0998975
257,600002599,163.163,209.243,0.0998975
264,600002600,168.705,209.427,0.0998975
260,600002601,172.409,209.319,0.0998975
266,600002602,181.672,209.176,0.0998975
258,600002603,189.668,209.347,0.0998975
261,600002604,143.019,209.679,0.0998975
260,600002605,174.24,209.744,0.0998975
266,600002606,176.239,209.684,0.0998975
266,600002607,178.944,209.634,0.0998975
267,600002608,129.513,210.042,0.0998975
270,600002609,134.109,210.047,0.0998975
270,600002610,137.018,210.133,0.0998975
261,600002611,139.526,210.029,0.0998975
261,600002612,141.167,210.155,0.0998975
262,600002613,146.431,210.075,0.0998975
262,600002614,148.13,210.137,0.0998975
262,600002615,149.629,210.118,0.0998975
265,600002616,155.318,210.013,0.0998975
265,600002617,161.449,209.926,0.0998975
264,600002618,164.835,210.038,0.0998975
272,600002619,172.428,210.04,0.0998975
260,600002620,175.347,210.115,0.0998975
274,600002621,115.762,210.341,0.0998975
267,600002622,128.075,210.326,0.0998975
262,600002623,151.655,210.536,0.0998975
265,600002624,157.569,210.525,0.0998975
265,600002625,163.116,210.405,0.0998975
264,600002626,166.94,210.438,0.0998975
264,600002627,169.665,210.407,0.0998975
266,600002628,180.225,210.408,0.0998975
216,600002629,192.47,210.435,0.0998975
273,600002630,117.901,210.774,0.0998975
271,600002631,145.5,210.734,0.0998975
265,600002632,153.329,210.721,0.0998975
265,600002633,160.061,210.67,0.0998975
264,600002634,165.3,210.811,0.0998975
272,600002635,174.745,210.612,0.0998975
268,600002636,183.144,210.656,0.0998975
263,600002637,122.875,211.177,0.0998975
263,600002638,124.158,211.143,0.0998975
267,600002639,130.591,211.255,0.0998975
267,600002640,132.404,211.194,0.0998975
271,600002641,143.848,211.267,0.0998975
277,600002642,149.142,211.259,0.0998975
265,600002643,155.4,211.173,0.0998975
266,600002644,180.36,211.354,0.0998975
268,600002645,186.238,211.205,0.0998975
268,600002646,190.428,211.319,0.0998975
275,600002647,125.81,211.441,0.0998975
267,600002648,133.282,211.532,0.0998975
271,600002649,139.199,211.476,0.0998975
277,600002650,146.838,211.503,0.0998975
262,600002651,151.699,211.635,0.0998975
265,600002652,161.141,211.535,0.0998975
276,600002653,162.725,211.525,0.0998975
264,600002654,164.187,211.455,0.0998975
272,600002655,173.993,211.53,0.0998975
266,600002656,176.552,211.526,0.0998975
268,600002657,188.169,211.526,0.0998975
274,600002658,116.116,211.913,0.0998975
267,600002659,129.786,211.887,0.0998975
265,600002660,158.452,211.785,0.0998975
264,600002661,169.974,211.855,0.0998975
272,600002662,172.15,211.829,0.0998975
266,600002663,177.948,211.892,0.0998975
268,600002664,185.496,211.954,0.0998975
273,600002665,116.942,212.353,0.0998975
273,600002666,120.454,212.363,0.0998975
273,600002667,121.291,212.242,0.0998975
270,600002668,134.382,212.441,0.0998975
270,600002669,135.51,212.173,0.0998975
271,600002670,141.41,212.436,0.0998975
271,600002671,143.77,212.302,0.0998975
278,600002672,154.012,212.259,0.0998975
278,600002673,156.789,212.47,0.0998975
264,600002674,168.946,212.46,0.0998975
272,600002675,170.704,212.217,0.0998975
268,600002676,186.446,212.323,0.0998975
216,600002677,193.9,212.311,0.0998975
273,600002678,118.359,212.745,0.0998975
267,600002679,131.109,212.593,0.0998975
270,600002680,136.621,212.718,0.0998975
271,600002681,142.204,212.607,0.0998975
271,600002682,145.682,212.605,0.0998975
265,600002683,159.246,212.532,0.0998975
276,600002684,160.811,212.544,0.0998975
279,600002685,167.384,212.689,0.0998975
272,600002686,176.302,212.717,0.0998975
266,600002687,182.464,212.773,0.0998975
216,600002688,192.709,212.828,0.0998975
274,600002689,110.328,213.121,0.0998975
274,600002690,111.474,213.163,0.0998975
274,600002691,113.073,213.102,0.0998975
267,600002692,127.413,213.134,0.0998975
271,600002693,144.031,213.012,0.0998975
264,600002694,165.081,213.093,0.0998975
272,600002695,173.283,212.985,0.0998975
266,600002696,179.824,213.2,0.0998975
282,600002697,180.487,212.893,0.0998975
263,600002698,122.252,213.334,0.0998975
275,600002699,125.546,213.605,0.0998975
267,600002700,130.891,213.565,0.0998975
277,600002701,151.421,213.411,0.0998975
276,600002702,158.994,213.305,0.0998975
268,600002703,183.741,213.504,0.0998975
268,600002704,185.747,213.499,0.0998975
268,600002705,188.021,213.441,0.0998975
273,600002706,118.409,213.715,0.0998975
273,600002707,120.235,213.936,0.0998975
275,600002708,122.933,213.914,0.0998975
271,600002709,139.064,213.701,0.0998975
271,600002710,142.14,213.81,0.0998975
277,600002711,147.159,213.83,0.0998975
276,600002712,160.114,213.834,0.0998975
276,600002713,162.615,213.818,0.0998975
272,600002714,171.553,213.693,0.0998975
272,600002715,174.519,213.806,0.0998975
280,600002716,191.875,213.938,0.0998975
216,600002717,192.705,213.886,0.0998975
281,600002718,110.786,214.205,0.0998975
274,600002719,111.566,214.115,0.0998975
273,600002720,116.916,214.048,0.0998975
273,600002721,121.415,214.117,0.0998975
270,600002722,135.902,214.182,0.0998975
277,600002723,150.671,214.241,0.0998975
278,600002724,152.516,214.192,0.0998975
279,600002725,166.381,214.287,0.0998975
280,600002726,188.853,214.21,0.0998975
274,600002727,112.949,214.576,0.0998975
273,600002728,119.588,214.409,0.0998975
275,600002729,125.641,214.434,0.0998975
275,600002730,126.946,214.702,0.0998975
267,600002731,129.248,214.575,0.0998975
276,600002732,161.093,214.55,0.0998975
276,600002733,161.866,214.73,0.0998975
276,600002734,163.843,214.489,0.0998975
279,600002735,168.735,214.583,0.0998975
272,600002736,173.644,214.733,0.0998975
268,600002737,184.205,214.588,0.0998975
285,600002738,116.153,214.931,0.0998975
273,600002739,117.167,214.89,0.0998975
273,600002740,120.965,214.954,0.0998975
267,600002741,132.46,214.782,0.0998975
270,600002742,135.035,214.991,0.0998975
270,600002743,137.495,214.962,0.0998975
271,600002744,141.524,215.063,0.0998975
271,600002745,142.485,215.058,0.0998975
277,600002746,147.04,214.919,0.0998975
278,600002747,154.656,215.085,0.0998975
276,600002748,159.045,215.064,0.0998975
282,600002749,176.922,214.953,0.0998975
284,600002750,186.47,214.834,0.0998975
284,600002751,187.428,214.923,0.0998975
280,600002752,188.859,215.029,0.0998975
285,600002753,113.348,215.303,0.0998975
273,600002754,119.171,215.341,0.0998975
277,600002755,151.315,215.382,0.0998975
278,600002756,153.154,215.353,0.0998975
278,600002757,156.973,215.239,0.0998975
276,600002758,161.985,215.404,0.0998975
279,600002759,164.229,215.418,0.0998975
282,600002760,179.741,215.298,0.0998975
275,600002761,122.159,215.787,0.0998975
283,600002762,127.426,215.721,0.0998975
283,600002763,128.069,215.728,0.0998975
271,600002764,139.77,215.708,0.0998975
277,600002765,147.719,215.794,0.0998975
277,600002766,149.011,215.784,0.0998975
279,600002767,167.614,215.738,0.0998975
280,600002768,193.348,215.887,0.0998975
285,600002769,116.144,215.974,0.0998975
273,600002770,120.644,216.099,0.0998975
286,600002771,132.68,216.231,0.0998975
270,600002772,133.947,216.163,0.0998975
278,600002773,154.784,216.078,0.0998975
276,600002774,161.892,216.147,0.0998975
272,600002775,173.315,216.21,0.0998975
272,600002776,175.252,216.239,0.0998975
272,600002777,175.985,215.919,0.0998975
282,600002778,177.478,216.129,0.0998975
284,600002779,188.163,216.012,0.0998975
281,600002780,109.952,216.56,0.0998975
285,600002781,115.334,216.548,0.0998975
285,600002782,117.611,216.483,0.0998975
273,600002783,119.378,216.576,0.0998975
275,600002784,124.008,216.374,0.0998975
275,600002785,126.013,216.435,0.0998975
287,600002786,136.551,216.546,0.0998975
289,600002787,143.97,216.354,0.0998975
276,600002788,156.974,216.525,0.0998975
282,600002789,178.456,216.485,0.0998975
282,600002790,182.435,216.573,0.0998975
284,600002791,186.916,216.478,0.0998975
280,600002792,191.812,216.516,0.0998975
285,600002793,112.646,216.815,0.0998975
273,600002794,120.502,216.953,0.0998975
287,600002795,135.689,216.844,0.0998975
277,600002796,145.896,216.932,0.0998975
277,600002797,149.801,216.817,0.0998975
276,600002798,163.47,216.912,0.0998975
279,600002799,167.065,216.975,0.0998975
282,600002800,180.707,216.959,0.0998975
280,600002801,189.278,216.909,0.0998975
281,600002802,108.919,217.269,0.0998975
285,600002803,116.202,217.207,0.0998975
283,600002804,127.562,217.265,0.0998975
283,600002805,129.909,217.214,0.0998975
283,600002806,130.968,217.153,0.0998975
287,600002807,141.65,217.288,0.0998975
278,600002808,154.103,217.157,0.0998975
284,600002809,183.75,217.156,0.0998975
280,600002810,193.255,217.235,0.0998975
291,600002811,107.757,217.49,0.0998975
291,600002812,110.703,217.536,0.0998975
275,600002813,123.046,217.486,0.0998975
277,600002814,147.949,217.691,0.0998975
278,600002815,151.16,217.523,0.0998975
282,600002816,176.053,217.591,0.0998975
282,600002817,181.322,217.608,0.0998975
282,600002818,182.038,217.748,0.0998975
284,600002819,185.79,217.705,0.0998975
288,600002820,103.545,217.861,0.0998975
292,600002821,120.813,217.998,0.0998975
287,600002822,138.42,217.982,0.0998975
289,600002823,143.019,218.042,0.0998975
289,600002824,146.785,218.024,0.0998975
276,600002825,157.651,217.965,0.0998975
290,600002826,171.494,217.956,0.0998975
290,600002827,174.77,218.111,0.0998975
280,600002828,189.923,218.002,0.0998975
285,600002829,113.766,218.29,0.0998975
285,600002830,115.43,218.307,0.0998975
283,600002831,128.986,218.42,0.0998975
286,600002832,131.558,218.377,0.0998975
286,600002833,133.522,218.484,0.0998975
286,600002834,135.525,218.194,0.0998975
289,600002835,145.579,218.381,0.0998975
278,600002836,150.952,218.395,0.0998975
279,600002837,166.061,218.331,0.0998975
290,600002838,173.361,218.506,0.0998975
282,600002839,178.843,218.302,0.0998975
282,600002840,179.921,218.428,0.0998975
284,600002841,188.054,218.201,0.0998975
288,600002842,105.272,218.893,0.0998975
291,600002843,108.018,218.753,0.0998975
291,600002844,110.407,218.817,0.0998975
291,600002845,111.604,218.788,0.0998975
285,600002846,116.07,218.743,0.0998975
292,600002847,122.133,218.77,0.0998975
287,600002848,137.652,218.712,0.0998975
289,600002849,149.154,218.645,0.0998975
290,600002850,171.78,218.722,0.0998975
284,600002851,182.079,218.772,0.0998975
284,600002852,183.635,218.597,0.0998975
284,600002853,185.973,218.801,0.0998975
283,600002854,130.055,219.155,0.0998975
287,600002855,141.068,219.148,0.0998975
289,600002856,147.265,219.123,0.0998975
278,600002857,153.169,219.192,0.0998975
276,600002858,159.734,219.104,0.0998975
294,600002859,163.88,219.121,0.0998975
295,600002860,167.691,219.114,0.0998975
290,600002861,175.42,219.197,0.0998975
282,600002862,177.752,219.13,0.0998975
284,600002863,187.731,219.191,0.0998975
296,600002864,191.266,219.012,0.0998975
285,600002865,112.263,219.67,0.0998975
285,600002866,114.579,219.413,0.0998975
285,600002867,116.298,219.397,0.0998975
292,600002868,120.634,219.362,0.0998975
292,600002869,124.168,219.573,0.0998975
283,600002870,124.815,219.411,0.0998975
286,600002871,133.922,219.505,0.0998975
287,600002872,135.668,219.344,0.0998975
287,600002873,138.809,219.41,0.0998975
278,600002874,151.326,219.464,0.0998975
294,600002875,165.381,219.581,0.0998975
295,600002876,166.543,219.554,0.0998975
290,600002877,173.674,219.444,0.0998975
290,600002878,176.694,219.637,0.0998975
217,600002879,192.438,219.444,0.0998975
288,600002880,103.19,220.022,0.0998975
291,600002881,106.168,219.98,0.0998975
285,600002882,115.731,219.965,0.0998975
283,600002883,126.395,219.995,0.0998975
286,600002884,131.601,219.98,0.0998975
286,600002885,133.31,219.845,0.0998975
289,600002886,144.886,219.915,0.0998975
293,600002887,154.721,219.891,0.0998975
295,600002888,170.712,219.955,0.0998975
284,600002889,183.144,219.889,0.0998975
284,600002890,187.066,220.073,0.0998975
291,600002891,107.477,220.363,0.0998975
283,600002892,127.586,220.26,0.0998975
283,600002893,130.179,220.327,0.0998975
287,600002894,136.779,220.337,0.0998975
293,600002895,157.722,220.109,0.0998975
294,600002896,163.838,220.213,0.0998975
295,600002897,166.129,220.167,0.0998975
290,600002898,172.174,220.327,0.0998975
291,600002899,108.501,220.613,0.0998975
285,600002900,113.368,220.804,0.0998975
292,600002901,125.377,220.595,0.0998975
289,600002902,146.438,220.5,0.0998975
293,600002903,153.898,220.657,0.0998975
293,600002904,155.605,220.636,0.0998975
294,600002905,161.999,220.75,0.0998975
290,600002906,175.282,220.775,0.0998975
290,600002907,177.506,220.648,0.0998975
284,600002908,184.041,220.713,0.0998975
296,600002909,190.746,220.698,0.0998975
292,600002910,119.537,220.964,0.0998975
292,600002911,122.214,220.97,0.0998975
287,600002912,140.75,220.926,0.0998975
289,600002913,148.581,221.02,0.0998975
278,600002914,149.718,221.159,0.0998975
290,600002915,173.63,221.006,0.0998975
296,600002916,189.11,220.916,0.0998975
297,600002917,99.7946,221.395,0.0998975
291,600002918,106.331,221.535,0.0998975
285,600002919,115.666,221.406,0.0998975
286,600002920,134.658,221.478,0.0998975
299,600002921,152.155,221.447,0.0998975
294,600002922,160.797,221.403,0.0998975
294,600002923,162.305,221.488,0.0998975
295,600002924,171.079,221.451,0.0998975
300,600002925,178.195,221.344,0.0998975
300,600002926,182.612,221.318,0.0998975
292,600002927,118.375,221.721,0.0998975
292,600002928,121.18,221.65,0.0998975
292,600002929,126.028,221.772,0.0998975
283,600002930,130.943,221.734,0.0998975
287,600002931,138.248,221.855,0.0998975
289,600002932,144.681,221.89,0.0998975
293,600002933,155.871,221.827,0.0998975
293,600002934,157.899,221.742,0.0998975
295,600002935,169.381,221.818,0.0998975
290,600002936,174.003,221.779,0.0998975
290,600002937,175.161,221.806,0.0998975
301,600002938,184.152,221.834,0.0998975
296,600002939,190.751,221.878,0.0998975
297,600002940,101.326,221.985,0.0998975
297,600002941,104.601,222.029,0.0998975
291,600002942,108.926,222.203,0.0998975
291,600002943,110.538,222.203,0.0998975
292,600002944,124.327,222.143,0.0998975
286,600002945,132.706,222.083,0.0998975
293,600002946,156.756,222.166,0.0998975
293,600002947,159.402,222.224,0.0998975
294,600002948,163.83,222.064,0.0998975
294,600002949,165.385,222.165,0.0998975
300,600002950,176.897,222.149,0.0998975
217,600002951,193.311,222.159,0.0998975
302,600002952,113.294,222.648,0.0998975
302,600002953,116.83,222.417,0.0998975
292,600002954,120.662,222.492,0.0998975
283,600002955,126.757,222.659,0.0998975
283,600002956,127.37,222.709,0.0998975
303,600002957,138.929,222.683,0.0998975
295,600002958,168.122,222.468,0.0998975
295,600002959,171.418,222.437,0.0998975
300,600002960,178.304,222.397,0.0998975
217,600002961,192.227,222.579,0.0998975
297,600002962,101.952,222.93,0.0998975
291,600002963,110.037,223.054,0.0998975
302,600002964,115.377,222.857,0.0998975
292,600002965,118.672,222.894,0.0998975
292,600002966,121.453,222.917,0.0998975
292,600002967,123.318,223.066,0.0998975
303,600002968,140.016,222.804,0.0998975
303,600002969,141.224,222.785,0.0998975
299,600002970,149.811,222.917,0.0998975
290,600002971,172.355,222.95,0.0998975
301,600002972,186.054,222.828,0.0998975
302,600002973,117.235,223.307,0.0998975
283,600002974,130.541,223.181,0.0998975
287,600002975,135.212,223.274,0.0998975
299,600002976,147.934,223.296,0.0998975
293,600002977,154.048,223.183,0.0998975
294,600002978,161.392,223.372,0.0998975
295,600002979,170.302,223.298,0.0998975
301,600002980,185.062,223.403,0.0998975
297,600002981,103.065,223.638,0.0998975
291,600002982,106.325,223.804,0.0998975
306,600002983,106.943,223.603,0.0998975
302,600002984,109.186,223.578,0.0998975
298,600002985,126.334,223.567,0.0998975
283,600002986,128.217,223.544,0.0998975
307,600002987,136.291,223.759,0.0998975
303,600002988,141.744,223.732,0.0998975
303,600002989,144.117,223.659,0.0998975
303,600002990,145.983,223.833,0.0998975
299,600002991,151,223.503,0.0998975
294,600002992,163.043,223.603,0.0998975
290,600002993,173.634,223.643,0.0998975
300,600002994,180.908,223.553,0.0998975
296,600002995,187.79,223.581,0.0998975
296,600002996,190.033,223.654,0.0998975
292,600002997,120.567,224.193,0.0998975
298,600002998,124.519,224.115,0.0998975
298,600002999,127.217,223.993,0.0998975
303,600003000,143.028,224.017,0.0998975
305,600003001,171.828,223.981,0.0998975
290,600003002,174.433,224.234,0.0998975
301,600003003,183.051,223.956,0.0998975
309,600003004,192.274,224.102,0.0998975
297,600003005,99.9252,224.572,0.0998975
298,600003006,122.584,224.421,0.0998975
283,600003007,128.918,224.556,0.0998975
307,600003008,134.9,224.408,0.0998975
303,600003009,140.696,224.548,0.0998975
295,600003010,165.343,224.4,0.0998975
295,600003011,169.311,224.561,0.0998975
305,600003012,173.004,224.278,0.0998975
300,600003013,177.773,224.413,0.0998975
300,600003014,178.808,224.441,0.0998975
301,600003015,187.609,224.523,0.0998975
302,600003016,110.837,224.775,0.0998975
298,600003017,125.765,224.706,0.0998975
298,600003018,128.026,224.85,0.0998975
304,600003019,132.033,224.624,0.0998975
299,600003020,149.224,224.983,0.0998975
299,600003021,151.271,224.641,0.0998975
294,600003022,163.943,224.971,0.0998975
300,600003023,176.326,224.845,0.0998975
300,600003024,179.645,224.874,0.0998975
297,600003025,102.308,225.204,0.0998975
297,600003026,103.369,225.189,0.0998975
306,600003027,104.218,225.175,0.0998975
302,600003028,109.663,225.213,0.0998975
302,600003029,112.689,225.217,0.0998975
302,600003030,115.273,225.218,0.0998975
302,600003031,116.925,225.102,0.0998975
298,600003032,124.029,225.26,0.0998975
304,600003033,129.585,225.203,0.0998975
307,600003034,134.257,225.377,0.0998975
303,600003035,138.282,225.228,0.0998975
299,600003036,145.984,225.233,0.0998975
299,600003037,153.166,225.094,0.0998975
308,600003038,156.283,225.218,0.0998975
308,600003039,157.765,225.097,0.0998975
294,600003040,161.857,225.007,0.0998975
305,600003041,171.758,225.195,0.0998975
301,600003042,184.353,225.155,0.0998975
309,600003043,193.025,225.029,0.0998975
306,600003044,106.766,225.483,0.0998975
298,600003045,127.148,225.454,0.0998975
307,600003046,136.498,225.546,0.0998975
303,600003047,142.524,225.691,0.0998975
299,600003048,148.295,225.568,0.0998975
308,600003049,154.368,225.691,0.0998975
294,600003050,163.247,225.423,0.0998975
305,600003051,170.22,225.588,0.0998975
305,600003052,174.761,225.503,0.0998975
301,600003053,186.995,225.489,0.0998975
310,600003054,118.79,225.978,0.0998975
298,600003055,126.361,225.855,0.0998975
304,600003056,129.349,225.778,0.0998975
303,600003057,141.495,225.918,0.0998975
299,600003058,146.749,226.101,0.0998975
308,600003059,158.868,225.977,0.0998975
301,600003060,181.961,226.004,0.0998975
301,600003061,185.807,225.883,0.0998975
309,600003062,188.026,225.875,0.0998975
309,600003063,191.107,225.888,0.0998975
302,600003064,108.829,226.176,0.0998975
310,600003065,116.962,226.252,0.0998975
310,600003066,121.426,226.376,0.0998975
298,600003067,124,226.385,0.0998975
