Cell_ID,Cell Position X,Cell Position Y,Centroid,Fano factor,PV,NV
529,234.521,206.34,23,19.90004876,0.27076412,0.149267399
530,240.144,205.355,67,10.4,0.269767442,0.148717949
531,256.351,206.287,80,1.485301445,0.162202381,0.116452991
532,269.112,206.348,102,0.462135922,0.053571429,0.038461538
533,245.247,207.621,57,3.652825836,0.281446541,0.191239316
534,279.627,208.501,129,3.990543735,0.255813953,0.211538462
535,209.323,208.271,0,1.03030303,0.458333333,0.011752137
536,216.966,208.065,4,3.252873563,0.316666667,0.020299145
537,288.869,209.327,101,1.653642065,0.102564103,0.076923077
538,223.533,209.197,10,2.328282828,0.235294118,0.025641026
539,200.512,210.097,0,0.68,0,0.006410256
540,250.603,209.688,82,3.781679389,0.162264151,0.11025641
541,273.558,210.547,102,3.591093117,0.122739018,0.101495726
542,229.846,210.595,17,5.608695652,0.235042735,0.058760684
543,267.612,211.863,98,2.591427269,0.118489583,0.097222222
544,240.311,211.451,86,11.55996885,0.336633663,0.217948718
545,258.181,211.289,100,3.329812606,0.132786885,0.103846154
546,213,212.911,1,1.215686275,0.5,0.012820513
547,205.229,213.482,1,1.142857143,0.285714286,0.005494505
548,262.672,213.159,75,2.665700483,0.280327869,0.219230769
549,283.686,212.632,81,3.786780384,0.19269103,0.159340659
550,252.894,214.268,98,2.440261044,0.109289617,0.085470085
551,218.933,214.012,4,2.302325581,0.35,0.022435897
552,235.198,213.956,39,15.19607843,0.246124031,0.135683761
553,277.154,214.35,72,4.30401126,0.261351052,0.216117216
554,246.476,214.632,101,3.566929134,0.244695898,0.158424908
555,224.252,215.228,10,4.617161716,0.275641026,0.045940171
556,209.66,217.789,3,1.6,0.541666667,0.013888889
557,199.259,216.743,1,0.714285714,0,0.004578755
558,230.106,216.76,26,4.033802817,0.205128205,0.051282051
559,240.469,217.386,55,10.86782861,0.270627063,0.175213675
560,271.264,216.808,128,2.949003245,0.23046875,0.189102564
561,285.652,217.187,86,2.189274448,0.103244838,0.074786325
562,258.17,217.546,122,2.752357232,0.202576112,0.158424908
563,265.626,218.097,114,3.179452055,0.145833333,0.11965812
564,215.188,218.435,4,2.860869565,0.26,0.016666667
565,280.187,218.759,105,2.678300455,0.150724638,0.111111111
566,204.58,220.128,0,1.64,0,0.006410256
567,220.064,220.81,10,6.958333333,0.305555556,0.047008547
568,250.711,219.773,81,2.966666667,0.198087432,0.15491453
569,226.061,220.657,24,2.484184915,0.25,0.041666667
570,234.674,220.313,26,10.07670182,0.189239332,0.093406593
571,245.268,220.543,75,3.649855072,0.140186916,0.096153846
572,274.535,220.383,109,2.898033836,0.109375,0.08974359
573,261.566,222.385,97,1.362992475,0.117486339,0.091880342
574,268.386,223.007,96,1.909359606,0.120879121,0.100732601
575,255.441,222.967,116,2.181220657,0.113114754,0.088461538
576,285.069,222.781,91,1.430617284,0.095652174,0.070512821
577,240.421,223.509,77,8.632838284,0.293248945,0.148504274
578,201.567,225.023,0,0.714285714,0,0.002747253
579,207.853,224.743,0,1.583333333,0.444444444,0.008547009
580,214.294,223.781,1,2.88,0.333333333,0.021367521
581,229.602,224.878,22,0.670859539,0.120689655,0.022435897
582,279.055,224.355,115,0.430946725,0.09689441,0.071428571
583,250.541,225.826,107,3.218505338,0.168965517,0.125641026
584,223.548,225.701,19,3.0625,0.256944444,0.039529915
585,235.243,225.509,29,14.61848739,0.25974026,0.128205128
586,289.827,225.717,87,1.57025641,0.112698413,0.075854701
587,245.297,226.488,79,3.018581081,0.129283489,0.088675214
588,273.443,226.17,104,1.036940461,0.070512821,0.058760684
589,257.054,228.443,116,3.45441989,0.145833333,0.11965812
590,263.104,226.937,92,2.638239757,0.164615385,0.137179487
591,218.064,228.188,4,8.506976744,0.347368421,0.042307692
592,284.16,227.807,105,1.506155951,0.08401084,0.066239316
593,211.956,229.133,3,1.242424242,0.5,0.012820513
