Cell ID,Cell Position X,Cell Position Y,Cell Position Z
931,384.822,240.067,4.91312
932,327.055,241.599,4.54867
933,331.533,240.993,4.75066
934,359.37,240.723,4.86362
935,365.623,240.824,4.95823
936,311.787,242.419,4.65855
937,316.53,241.217,4.81777
938,321.739,241.484,4.74057
939,353.864,242.481,4.89427
940,390.485,241.094,5.20758
941,339.828,242.463,4.86381
942,375.603,242.402,5.04345
943,295.171,244.396,4.71241
944,300.136,243.772,4.61175
945,306.388,242.772,4.9445
946,348.667,244.236,4.83483
947,335.101,244.595,4.69376
948,362.338,244.926,4.94874
949,370.431,244.599,5.0662
950,380.895,245.213,4.76361
951,319.504,246.261,4.92282
952,386.258,245.186,5.04493
953,303.922,247.361,4.71614
954,330.302,246.59,4.87468
955,324.814,246.508,4.78358
956,357.025,247.013,4.99978
957,309.223,247.458,4.87481
958,344.141,246.829,4.88019
959,367.1,248.08,4.72677
960,314.614,247.079,5.08536
961,351.988,248.196,4.59855
962,375.392,247.42,4.80722
963,338.262,248.31,4.73613
964,298.763,248.784,4.86678
965,362.017,249.976,4.84093
966,317.854,251.877,4.83825
967,385.569,250.307,5.014
968,333.472,250.975,5.00605
969,372.364,251.292,4.94192
970,322.742,251.11,4.52702
971,327.639,251.788,4.98803
972,341.867,251.897,4.85985
973,347.352,251.547,4.90074
974,379.362,250.813,5.08436
975,307.333,252.002,4.84688
976,313.198,252.346,4.7163
977,357.322,253.191,4.8582
978,301.969,252.984,4.90246
979,367.761,253.558,4.56623
980,352.622,253.437,4.76525
981,362.782,254.772,4.92282
982,297.031,254.441,4.8291
983,337.632,254.556,4.71177
984,382.948,254.862,5.04607
985,331.241,255.749,4.77318
986,376.536,255.419,4.81254
987,311.017,256.564,4.83419
988,343.799,256.255,4.60364
989,305.221,256.788,4.52685
990,318.825,256.367,4.67979
991,387.901,256.619,4.91733
992,324.572,256.654,4.80007
993,348.987,257.405,4.88432
994,371.391,257.817,5.01569
995,334.859,259.412,4.71311
996,354.264,259.135,5.05905
997,300.012,259.146,4.78584
998,339.583,259.65,4.75869
999,359.556,258.643,4.69572
1000,380.196,259.052,4.89123
1001,315.042,260.26,4.92931
1002,365.528,259.352,4.89249
1003,329.678,260.681,4.8662
1004,320.382,260.937,4.48622
1005,309.764,261.614,4.89685
1006,345.05,261.131,5.04115
1007,374.82,261.438,4.88547
1008,385.205,261.963,4.71319
1009,324.802,262.24,4.88165
1010,304.615,262.24,4.97555
1011,369.808,263.272,4.92567
1012,296.193,262.954,4.94153
1013,350.258,262.729,4.82196
1014,341.962,264.653,4.66458
1015,359.732,263.523,4.74043
1016,332.519,265.17,5.00296
1017,355.242,264.677,4.87506
1018,390.728,262.782,4.96318
1019,300.93,265.547,4.54406
1020,337.202,264.807,4.87201
1021,364.308,265.041,5.00395
1022,379.342,264.173,4.85544
1023,317.807,264.929,4.99233
1024,312.174,266.261,4.85013
1025,346.618,266.938,4.73551
1026,327.987,266.609,4.78673
1027,307.14,266.98,4.51593
1028,322.877,267.387,4.84937
1029,374.066,267.066,4.87386
1030,351.548,267.84,4.74408
1031,383.643,267.849,5.26973
1032,367.553,268.337,4.69206
1033,359.56,269.05,4.60979
1034,378.359,269.219,4.59423
1035,297.531,270.077,5.00235
1036,337.492,269.917,4.60356
1037,342.353,270.309,4.98655
1038,316.369,269.748,4.82687
1039,332.012,270.522,4.88976
1040,302.994,270.213,4.99199
1041,310.293,271.396,4.78713
1042,326.606,271.879,4.8467
1043,320.775,272.247,4.73635
1044,354.225,271.886,4.9236
1045,348.965,272.187,4.69398
1046,370.306,271.866,5.04729
1047,381.365,273.268,4.73715
1048,364.454,273.144,5.0634
1049,375.148,273.108,4.95897
1050,306.148,274.575,4.76266
1051,357.949,274.277,4.75631
1052,301.001,275.244,4.76323
1053,315.283,274.796,4.68525
1054,335.94,274.4,4.70205
1055,296.261,275.71,4.62016
1056,331.38,276.093,4.96076
1057,340.881,275.693,4.94067
1058,345.745,275.392,4.44776
1059,310.417,277.113,4.61429
1060,319.166,277.927,4.72516
1061,324.646,276.165,4.957
1062,362.138,277.282,4.74451
1063,370.798,276.532,4.94452
1064,352.09,277.343,5.01984
1065,383.52,277.996,4.85609
1066,377.821,277.393,5.21342
1067,328.705,279.532,4.84511
1068,336.151,280.42,4.91621
1069,357.205,279.695,4.85916
1070,366.814,279.504,4.84407
1071,305.113,279.456,4.95031
1072,314.371,280.624,4.86285
1073,323.334,281.2,4.72345
1074,373.704,280.118,5.1143
1075,299.55,280.261,4.8185
1076,341.925,280.258,4.89848
1077,347.376,279.786,5.03098
1078,332.624,283.283,4.92133
1079,362.325,282.194,4.93528
1080,380.111,281.834,5.15467
1081,350.722,283.156,4.64052
1082,309.241,283.123,5.09063
1083,354.985,283.952,4.934
1084,387.958,283.117,4.96433
1085,345.735,284.644,4.56233
1086,303.87,284.457,4.81079
1087,365.588,286.083,4.52315
1088,370.388,283.746,4.84617
1089,297.53,284.654,4.60238
1090,319.512,284.404,5.03609
1091,326.847,284.295,4.85164
1092,375.651,284.559,4.71186
1093,314.323,286.264,4.72316
1094,383.747,284.561,4.5455
1095,359.995,285.989,4.78499
1096,334.34,288.463,4.54264
1097,329.663,288.149,4.78812
1098,324.045,288.636,4.58378
1099,380.038,287.666,4.85935
1100,310.121,288.136,4.62285
1101,339.506,288.426,4.85383
1102,370.256,288.31,4.82542
1103,299.951,288.996,4.84376
1104,350.056,288.475,4.94038
1105,386.292,288.562,5.11216
1106,318.842,289.733,4.78222
1107,344.601,289.135,4.67719
1108,356.297,289.143,4.84563
1109,361.985,291.017,5.19673
1110,392.484,291.478,5.05549
1111,403.629,290.607,4.87149
1112,409.046,293.261,5.02512
1113,441.792,293.339,5.09585
1114,413.902,291.042,5.14758
1115,436.511,290.59,5.21417
1116,398.034,199.218,5.04735
1117,413.157,198.758,4.9791
1118,417.436,201.745,5.25079
1119,404.578,201.523,5.1927
1120,392.403,203.481,5.16253
1121,398.979,205.242,4.885
1122,410.705,204.56,4.96934
1123,422.573,205.466,5.17333
1124,433.794,206.729,5.32922
1125,394.399,209.434,4.82183
1126,404.44,208.025,4.79918
1127,416.741,208.245,5.30199
1128,439.519,209.807,5.28359
1129,410.91,211.286,5.20127
1130,428.362,209.638,5.36668
1131,422.591,212.037,5.24669
1132,399.194,213.847,5.0279
1133,405.385,214.031,4.87131
1134,416.449,214.516,5.18346
1135,434.171,213.625,5.12775
1136,428.432,216.788,5.09855
1137,440.95,216.024,5.2333
1138,410.222,218.277,4.97514
1139,395.856,219.647,5.01931
1140,416.587,220.135,4.82339
1141,422.535,218.918,5.20907
1142,452.526,218.986,5.27881
1143,402.821,219.949,5.30549
1144,434.689,219.908,5.28512
1145,439.935,223.662,4.84587
1146,445.397,220.519,5.40868
1147,407.355,223.721,5.33307
1148,427.322,223.841,5.30248
1149,392.846,225.375,4.83021
1150,399.779,225.345,4.92893
1151,420.244,225.001,5.17298
1152,413.617,225.443,5.13507
1153,445.33,227.209,5.26761
1154,433.462,225.851,5.24999
1155,438.738,230.03,4.89654
1156,394.85,230.865,4.88728
1157,410.677,230.102,5.13092
1158,423.786,229.771,5.28153
1159,405.005,228.988,5.3426
1160,400.266,232.304,5.09538
1161,430.476,231.1,5.32345
1162,416.595,231.532,5.19905
1163,451.566,229.666,5.38409
1164,446.669,233.441,5.25861
1165,426.064,234.718,5.11014
1166,435.29,234.992,5.28362
1167,441.417,235.852,5.33462
1168,405.552,234.732,5.36004
1169,410.365,236.144,5.22234
1170,395.082,236.627,4.93134
1171,420.258,236.241,5.40221
1172,452.843,236.298,5.31209
1173,461.888,234.26,5.36844
1174,414.735,238.349,5.21328
1175,401.466,238.837,5.14275
1176,430.963,238.483,5.15675
1177,425.007,239.917,5.27618
1178,445.797,239.78,5.27948
1179,458.731,239.738,5.2452
1180,396.268,242.26,5.24942
1181,439.634,240.935,5.22869
1182,407.753,241.414,4.95952
1183,419.107,242.654,5.04304
1184,412.488,244.52,5.21495
1185,451.411,241.825,5.36681
1186,470.235,241.253,5.32716
1187,401.729,244.352,5.03375
1188,432.666,244.862,5.31251
1189,464.857,244.59,5.36958
1190,444.289,245.083,5.29628
1191,426.571,244.835,5.20009
1192,438.344,246.197,5.02233
1193,406.838,246.827,5.29933
1194,416.716,248.387,5.14096
1195,421.953,247.641,5.25698
1196,396.56,247.829,5.17232
1197,450.003,247.69,5.33731
1198,471.785,247.094,5.37547
1199,461.266,248.503,5.02156
1200,411.795,251.102,5.02407
1201,401.844,250.434,4.69907
1202,427.727,250.21,5.34931
1203,455.102,250.855,5.3814
1204,443.91,251.29,5.34178
1205,406.755,251.925,5.08731
1206,438.35,251.321,5.28701
1207,391.29,251.973,5.10119
1208,397.048,252.872,5.25821
1209,421.01,252.507,5.3471
1210,415.456,255.026,5.16061
1211,449.76,254.086,5.18317
1212,426.726,255.045,5.14396
1213,461.351,253.677,5.26091
1214,392.916,257.363,5.12072
1215,403.902,256.331,5.14916
1216,433.432,252.933,5.414
1217,398.112,257.724,4.99533
1218,410.181,257.006,4.91957
1219,420.102,257.495,5.1923
1220,439.312,256.423,5.25192
1221,455.899,256.635,5.26849
1222,466.79,256.505,5.23013
1223,472.658,257.072,5.40748
1224,430.754,258.438,5.26088
1225,444.975,257.809,5.36259
1226,424.252,259.792,5.30391
1227,435.727,260.116,5.27712
1228,478.34,259.444,5.4717
1229,405.72,261.576,4.78098
1230,450.662,259.831,5.13951
1231,461.706,259.682,5.3672
1232,400.903,261.527,5.08634
1233,415.846,261.26,4.77997
1234,440.456,262.356,5.43519
1235,395.954,263.485,4.91208
1236,410.632,262.249,5.25968
1237,456.899,262.667,5.30512
1238,421.646,264.316,5.21305
1239,446.149,264.049,5.23394
1240,473.073,263.041,5.31568
1241,431.853,264.747,5.21519
1242,401.395,266.184,4.91637
1243,416.999,266.745,5.36682
1244,427.358,263.152,5.37826
1245,452.601,265.21,5.26166
1246,412.493,267.145,4.93339
1247,462.252,265.779,5.33205
1248,393.793,268.582,4.73497
1249,407.311,267.271,5.22209
1250,426.587,268.225,5.13404
1251,435.95,266.927,5.1482
1252,473.545,268.694,5.26031
1253,467.647,267.714,5.33782
1254,431.447,270.677,5.2573
1255,440.616,268.005,5.34377
1256,421.274,269.971,5.29819
1257,404.881,271.679,4.91542
1258,444.734,269.757,5.06025
1259,399.71,270.398,5.332
1260,410.364,272.343,5.22455
1261,449.342,269.014,5.32437
1262,396.036,273.178,4.85937
1263,415.679,272.331,4.99485
1264,391.817,274.527,4.99837
1265,425.833,273.131,5.22945
1266,442.155,274.001,5.3476
1267,469.169,272.963,5.31316
1268,436.531,272.623,5.33376
1269,406.72,277.153,5.19574
1270,420.705,275.567,5.30979
1271,401.313,275.601,5.14846
1272,430.402,275.511,5.22866
1273,411.903,277.477,5.15524
1274,448.98,274.657,5.53135
1275,465.626,276.711,5.37694
1276,416.751,277.996,5.16209
1277,397.171,278.77,4.98078
1278,425.218,278.063,5.197
1279,434.505,277.698,5.311
1280,460.427,277.159,5.36298
1281,445.069,278.782,5.39951
1282,402.344,280.746,5.14565
1283,439.37,278.264,5.33059
1284,392.822,280.999,5.21026
1285,409.088,282.195,5.08282
1286,421.89,282.243,4.63777
1287,415.943,282.465,4.99384
1288,429.156,281.265,5.28932
1289,466.911,281.799,5.38117
1290,397.299,284.316,5.1894
1291,441.321,282.794,5.22273
1292,403.272,285.164,5.0103
1293,447.683,283.403,5.41046
1294,472.293,283.902,5.31416
1295,392.442,286.512,4.95086
1296,412.686,286.05,5.20197
1297,426.341,285.425,5.27516
1298,437.527,286.122,5.27415
1299,431.812,286.99,5.19372
1300,408.242,287.876,5.0774
1301,417.697,287.221,5.25113
1302,422.221,288.525,5.3131
1303,455.146,286.56,5.26444
1304,397.893,289.23,5.11733
1305,427.435,290.249,5.24217
1306,452.147,291.073,5.22222
1307,98.5845,307.381,4.7603
1308,100.298,313.262,4.77099
1309,86.3408,295.917,4.85484
1310,73.1392,296.206,4.71154
1311,79.5758,297.169,5.00442
1312,91.2762,299.558,4.82861
1313,96.7635,300.899,4.71887
1314,84.5453,301.854,4.72186
1315,78.0741,303.454,4.79464
1316,91.1404,305.321,4.75096
1317,84.7357,307.273,4.93421
1318,92.4931,310.814,4.62893
1319,194.694,299.313,4.81424
1320,193.715,303.9,4.7889
1321,195.683,309.579,4.83866
1322,194.105,321.042,4.76819
1323,195.834,326.772,4.61093
1324,196.886,347.081,4.68211
1325,196.423,332.54,4.96849
1326,145.26,294.512,4.62955
1327,103.909,296.475,4.66776
1328,138.18,295.126,4.80313
1329,110.875,295.328,4.7416
1330,191.516,294.918,4.92213
1331,157.873,295.956,4.80375
1332,169.91,296.283,4.81703
1333,132.69,297.521,4.82623
1334,116.693,298.006,4.84272
1335,122.424,297.632,4.75721
1336,142.793,299.352,4.65745
1337,153.431,299.102,4.82191
1338,175.145,299.04,4.68799
1339,181.084,299.485,4.85695
1340,163.004,299.678,4.77839
1341,187.957,299.509,4.79912
1342,127.616,301.065,4.79223
1343,109.772,301.024,4.83903
1344,137.424,301.922,4.8462
1345,169.107,301.701,4.72888
1346,157.767,302.634,4.85795
1347,102.847,302.392,4.62971
1348,186.915,304.033,4.81634
1349,121.488,303.901,4.81744
1350,115.17,304.814,4.68374
1351,175.302,303.88,4.77684
1352,150.866,304.78,4.73657
1353,162.645,305.479,4.78077
1354,180.718,305.445,4.83756
1355,143.668,305.417,4.83191
1356,107.063,306.647,4.73584
1357,127.376,307.151,4.36709
1358,155.814,307.937,4.76229
1359,169.666,307.13,4.88619
1360,137.73,308.917,4.97261
1361,184.594,309.32,4.7769
1362,190.072,309.213,4.76625
1363,175.232,309.79,4.80956
1364,119.783,310.412,4.82553
1365,164.25,310.44,4.82334
1366,113.038,310.046,4.74656
1367,149.803,310.446,4.88177
1368,143.657,310.815,4.74579
1369,132.901,311.973,4.68585
1370,158.662,312.289,4.86758
1371,179.79,312.615,4.6462
1372,106.324,311.554,4.83482
1373,126.1,312.191,4.91115
1374,168.796,313.322,4.64532
1375,152.924,315.407,4.79717
1376,185.717,314.92,4.96649
1377,191.887,314.546,4.48735
1378,138.616,315.52,4.85174
1379,146.227,315.992,4.44202
1380,109.157,316.027,4.98525
1381,115.718,316.157,4.70771
1382,162.849,316.671,4.61474
1383,172.907,316.418,4.93882
1384,122.501,317.488,4.72987
1385,129.758,317.291,4.83703
1386,177.601,318.369,4.7912
1387,157.285,319.033,4.81181
1388,134.506,321.193,4.75953
1389,182.506,319.908,4.65806
1391,167.142,320.207,4.66031
1392,188.421,320.08,4.80839
1393,142.013,320.695,4.69024
1394,149.295,321.58,4.99085
1395,111.102,321.26,4.63032
1396,118.665,322.448,4.89272
1397,172.129,322.894,4.81975
1398,161.621,323.435,4.57909
1399,154.964,324.787,4.826
1400,177.838,324.546,4.74566
1401,184.06,325.418,4.7617
1402,137.745,325.824,4.78389
1403,190.074,326.327,4.85142
1404,123.642,326.856,4.34254
1405,144.57,326.768,4.78661
1406,166.041,327.075,4.95599
1407,112.351,327.237,5.25
1408,150.519,328.481,4.30813
1409,172.292,329.303,4.76771
1410,117.688,329.319,5.15931
1411,132.217,329.892,4.66799
1412,159.437,329.714,4.6342
1413,178.492,330.429,4.72037
1414,139.934,331.383,4.799
1415,184.689,331.215,4.72541
1416,190.201,332.822,4.70525
1417,123.895,332.398,5.18263
1418,146.742,333.342,4.94961
1419,154.226,333.405,4.91844
1420,167.176,333.001,4.80474
1421,161.427,335.299,4.94783
1422,129.355,336.017,5.43797
1424,173.382,335.364,4.65815
1425,180.044,336.335,4.68868
1426,141.289,337.457,5.05418
1427,192.498,338.411,4.70677
1428,150.995,338.757,4.90836
1429,186.032,339.046,4.79027
1430,167.486,339.209,4.76529
1431,157.225,340.525,4.84474
1432,174.056,341.628,4.99584
1433,180.164,342.388,4.85865
1434,162.434,342.825,4.77283
1435,190.297,344.518,4.83796
1436,168.887,345.521,4.76553
1437,183.433,346.537,4.86434
1438,176.382,348.011,4.83674
1439,190.322,350.614,5.13794
1440,290.446,298.321,4.67573
1441,293.063,303.031,4.88038
1442,291.761,311.44,4.70631
1443,292.941,316.422,4.86399
1444,292.06,325.86,4.79902
1445,293.315,333.213,5.18291
1446,294.839,340.172,4.75956
1447,293.275,357.325,5.09702
1448,288.892,351.936,4.76015
1449,229.497,294.064,4.86952
1450,251.627,293.865,4.95913
1451,198.129,295.282,4.73045
1452,239.542,295.462,4.80684
1453,280.026,295.325,4.98026
1454,223.609,295.917,4.76991
1455,234.06,296.994,4.87082
1456,273.679,296.334,4.68838
1457,256.048,296.966,4.69477
1458,207.18,298.288,4.82386
1459,285.773,297.388,4.90581
1460,216.887,297.576,4.77529
1461,261.595,297.868,4.73695
1462,248.778,298.176,4.72819
1463,266.986,298.84,4.85123
1464,228.008,299.763,4.65735
1465,200.908,300.026,4.72896
1466,243.498,299.572,4.75085
1467,211.302,300.917,4.80316
1468,222.239,300.424,4.69223
1469,238.092,301.171,4.7985
1470,281.789,300.527,4.89814
1471,276.82,300.751,4.84439
1472,252.866,301.323,4.6727
1473,272.184,301.57,4.6956
1474,258.136,302.006,4.83207
1475,216.912,302.881,4.76352
1476,232.835,302.846,4.84597
1477,286.649,302.924,4.59105
1478,263.759,302.865,4.87558
1479,247.354,303.54,4.83378
1480,205.484,304.683,4.94805
1481,241.281,305.361,4.91568
1482,269.788,305.403,4.78301
1483,280.154,304.947,4.67171
1484,199.865,304.893,4.79487
1485,223.031,305.244,4.87127
1486,228.664,305.934,4.76409
1487,211.101,306.482,4.90229
1488,235.432,307.693,4.72583
1489,253.319,306.698,4.94107
1490,259.735,307.317,4.96243
1491,288.4,307.271,4.81442
1492,265.482,308.502,4.76012
1493,275.965,307.779,4.83364
1494,217.694,308.346,4.78267
1495,246.802,308.594,4.73457
1496,283.21,308.542,4.82507
1497,201.518,310.352,4.6846
1498,241.785,310.721,4.92421
1499,207.125,312.218,4.78995
1500,223.827,310.91,4.85988
1501,270.92,310.904,4.72976
1502,230.949,311.855,4.82875
1503,212.819,311.698,4.82097
1504,250.562,312.116,4.77722
1505,256.127,312.97,4.78608
1506,261.594,312.792,4.63786
1507,280.418,312.753,4.88547
1508,236.478,313.433,4.84495
1509,286.86,313.393,4.57728
1510,217.936,314.153,4.5309
1511,245.799,314.83,4.3776
1512,275.241,313.822,4.75965
1513,226.615,315.046,4.67411
1514,266.806,314.226,4.83914
1515,197.356,316.092,4.81341
1516,202.948,316.618,4.84445
1517,240.647,317.003,4.87647
1518,212.207,316.897,4.72248
1519,222.297,317.61,4.67607
1520,283.872,317.605,4.91785
1521,229.825,318.459,4.99325
1522,271.283,318.202,4.7786
1523,251.553,318.113,4.78162
1524,259.151,318.242,4.93041
1525,265.099,319.067,4.63589
1526,277.633,318.645,4.7975
1527,206.742,320.735,4.7513
1528,235.694,319.85,4.5162
1529,217.856,320.899,4.90408
1530,245.576,320.961,4.84244
1531,289.354,321.047,4.80041
1532,200.28,322.276,4.71256
1533,254.942,323.172,4.7951
1534,283.903,323.043,4.87645
1535,212.543,322.922,4.83491
1536,223.821,323.716,4.97609
1537,240.734,323.608,4.8287
1538,230.031,324.089,4.71488
1539,261.049,323.95,4.81587
1540,278.776,324.357,4.81609
1541,267.195,324.134,4.87523
1542,273.073,323.97,4.97283
1543,249.916,324.3,4.39077
1544,235.532,326.335,4.67854
1545,202.388,327.833,4.7684
1546,209.433,327.387,4.73185
1547,216.677,327.953,4.69445
1548,245.386,328.174,4.84496
1549,269.592,329.436,4.7636
1550,287.497,328.417,4.92728
1551,257.101,329.347,4.79176
1552,275.772,329.375,4.7716
1553,222.554,329.627,4.66977
1554,282.471,329.624,4.60785
1555,263.133,329.826,4.59141
1556,229.11,330.062,4.84589
1557,240.31,331.117,4.90473
1558,250.81,330.262,4.90927
1559,206.722,332.455,4.8045
1560,212.704,334.794,4.80183
1561,234.622,333.071,4.83738
1562,287.975,334.001,4.39835
1563,278.6,334.161,4.62128
1564,266.381,335.113,4.77841
1565,201.356,335.301,4.72559
1566,218.478,334.743,4.83245
1567,224.981,335.562,4.71903
1568,252.837,336.11,4.86264
1569,272.744,335.108,4.75259
1570,246.035,335.321,4.72787
1571,259.516,335.49,4.76649
1572,231.344,337.773,4.67046
1573,283.26,336.218,4.51004
1574,238.653,338.169,4.66948
1575,206.831,338.577,4.88354
1576,197.485,340.649,4.72935
1577,288.569,339.573,4.92405
1578,216.983,340.688,4.9484
1579,276.792,340.062,4.95305
1580,244.054,341.363,4.83227
1581,263.356,341.161,4.87603
1582,269.641,340.719,4.64669
1583,250.274,342.237,4.75847
1584,257.151,341.215,4.81983
1585,226.278,341.881,4.85524
1586,211.109,342.728,4.63164
1587,282.732,341.841,4.66874
1588,202.996,343.301,5.00099
1589,233.884,343.65,4.78101
1590,239.612,345.512,4.78261
1591,273.298,345.87,4.84612
1592,289.855,345.388,4.80935
1593,278.957,346.466,4.6035
1594,216.193,346.982,4.80512
1595,222.449,346.725,4.77297
1596,261.003,347.145,4.79358
1597,267.191,346.573,4.85988
1598,254.439,347.32,4.95731
1599,228.472,348.27,4.72738
1600,284.448,347.798,4.95292
1601,246.747,347.794,4.71863
1602,204.332,348.583,4.78995
1603,210.435,348.933,4.69131
1604,234.251,350.234,5.01451
1605,240.91,351.692,4.71942
1606,270.688,351.536,4.819
1607,258.455,353.056,4.63632
1608,276.681,352.074,4.96355
1609,214.798,353.297,5.04843
1610,222.136,352.543,4.91919
1611,264.922,352.592,4.79595
1612,197.747,352.588,4.9557
1613,251.662,352.567,4.7977
1614,246.777,354.98,5.16882
1615,228.512,354.808,4.95654
1616,282.568,353.69,4.96268
1617,235.356,357.073,5.22713
1618,218.512,357.882,5.5406
1620,270.057,356.751,5.17282
1621,241.453,357.479,5.09389
1622,277.479,357.621,5.2642
1623,251.984,359.103,5.54918
1624,263.509,358.149,5.28165
1625,258.103,358.783,5.22854
1626,282.562,359.675,5.43717
1627,388.163,312.335,5.1492
1628,388.8,318.052,5.09277
1629,388.821,325.864,4.89416
1630,387.681,331.308,5.0254
1631,387.204,336.905,5.23619
1632,332.639,293.542,4.76599
1633,343.466,293.922,4.87931
1634,381.705,293.088,5.23296
1635,358.429,294.735,4.94083
1636,376.568,293.849,5.15752
1637,364.305,296.52,5.0976
1638,318.105,296.202,4.98475
1639,369.965,296.972,4.39192
1640,312.815,297.195,4.85479
1641,340.522,298.03,4.90699
1642,329.124,297.915,4.79233
1643,334.948,297.92,4.86129
1644,384.23,297.649,5.05065
1645,295.494,298.682,4.84105
1646,324.008,297.716,4.81574
1647,300.469,298.747,4.74237
1648,307.116,298.564,4.85512
1649,353.538,297.632,5.07946
1650,378.337,298.266,4.95656
1651,346.282,298.729,4.88031
1652,360.253,299.405,4.76701
1653,390.767,296.682,5.30154
1654,320.375,301.176,4.77382
1655,373.186,300.54,4.9612
1656,356.037,302.292,4.59419
1657,315.625,302.058,4.82154
1658,326.081,302.859,4.76541
1659,331.158,302.662,4.80111
1660,337.114,302.127,4.63756
1661,350.801,302.109,4.79754
1662,366.284,301.679,5.03453
1663,310.106,303.008,4.78429
1664,303.994,302.252,4.90425
1665,342.836,302.949,4.93828
1666,380.43,302.302,4.9119
1667,385.467,302.913,5.25659
1668,389.572,300.735,5.19824
1669,299.537,305.062,4.88654
1670,347.196,305.246,4.69159
1671,361.115,304.445,5.06848
1672,369.927,305.309,5.0471
1673,322.072,305.82,4.80181
1674,374.953,305.776,4.95545
1675,333.81,306.864,4.80806
1676,338.927,306.951,4.72333
1677,305.567,306.971,4.85196
1678,352.651,307.105,4.80244
1679,294.522,307.386,4.8369
1680,311.008,308.94,4.57153
1681,317.006,307.409,4.68494
1682,379.442,307.277,5.18585
1683,384.976,307.589,4.94263
1684,366.954,308.892,4.88073
1685,329.362,309.342,4.84678
1686,343.154,308.775,4.88757
1687,362.346,309.194,4.90991
1688,324.354,309.889,4.72183
1689,357.082,309.356,5.04179
1690,297.836,311.312,4.62606
1691,347.569,311.021,4.81391
1692,372.115,310.826,5.29437
1693,303.171,311.387,4.6537
1694,336.043,311.854,4.57815
1695,315.648,312.672,4.81137
1696,381.909,312.242,5.07724
1697,351.947,312.941,4.91399
1698,321.08,313.538,4.88216
1699,308.774,313.427,4.75848
1700,342.392,313.828,5.18224
1701,362.011,313.877,5.18774
1702,327.149,314.804,5.01419
1703,355.978,315.086,4.80127
1704,368.072,314.559,5.06481
1705,376.642,312.205,5.37476
1706,332.481,316.177,4.65143
1707,347.792,317.052,4.61792
1708,298.695,317.018,4.88381
1709,303.817,316.819,4.95036
1710,382.945,316.737,5.15035
1711,337.824,316.811,5.00511
1712,312.841,317.049,4.89731
1713,318.1,318.082,4.97213
1714,364.188,319.149,5.04235
1715,374.769,316.606,5.09412
1716,308.329,319.804,4.80459
1717,358.804,319.013,4.71257
1718,323.617,319.152,5.14823
1719,369.296,320.014,4.69599
1720,342.447,319.513,4.81915
1721,352.973,320.31,4.78847
1722,314.233,322.153,4.79039
1723,328.971,320.682,5.00138
1724,379.123,320.676,5.13653
1725,302.353,322.122,4.83288
1726,320.41,323.199,4.80129
1727,335.635,321.613,4.81067
1728,296.182,322.013,4.49213
1729,374.163,322.059,5.11946
1730,384.63,322.031,4.66968
1731,347.872,322.958,4.81946
1732,359.23,324.086,4.93598
1733,341.879,324.448,4.88237
1734,365.581,325.007,5.13758
1735,308.548,325.437,4.83137
1736,325.073,325.411,4.87113
1737,371.338,326.502,4.65438
1738,331.04,325.981,4.89085
1739,353.668,326.75,4.94588
1740,336.354,327.758,4.83896
1741,377.228,326.926,4.91205
1742,301.976,327.171,4.9322
1743,315.247,327.205,4.97903
1744,296.923,328.255,4.76816
1745,382.654,327.187,5.0289
1746,347.499,328.265,4.85082
1747,341.657,329.716,5.10946
1748,321.316,330.26,4.89169
1749,359.899,329.156,4.89631
1750,305.954,330.511,4.78055
1751,332.304,332.287,4.73702
1752,367.322,330.557,4.90298
1753,310.642,333.054,4.80362
1754,327.15,331.053,4.90221
1755,316.375,332.624,4.73662
1756,299.639,334.35,4.70241
1757,350.792,332.715,5.08214
1758,356.572,334.536,5.05774
1759,374.35,332.056,5.12063
1760,381.117,333.21,5.10987
1761,363.043,334.271,4.70246
1762,337.912,334.335,4.83592
1763,344.819,334.618,5.00377
1764,305.565,336.672,4.88022
1765,369.961,336.117,5.09825
1766,325.644,336.291,4.76198
1767,320.163,338.588,5.10668
1768,376.609,337.828,5.03469
1769,314.369,337.868,4.94374
1770,351.201,338.374,4.5819
1771,332.058,338.547,4.98873
1772,339.746,339.199,5.05662
1773,361.184,339.276,4.98039
1774,356.023,342.102,4.85514
1775,301.349,340.269,4.89359
1776,345.752,341.01,4.9442
1777,367.009,341.456,5.28094
1778,309.695,341.431,5.05548
1779,325.968,342.236,4.88696
1780,381.669,340.234,5.28609
1781,372.569,341.653,5.14697
1782,387.716,342.678,5.20605
1783,305.742,345.231,4.82935
1784,334.699,343.984,4.34318
1785,315.132,343.526,4.62361
1786,299.372,345.823,4.67386
1787,351.062,344.723,4.77719
1788,377.737,344.627,5.21202
1789,319.83,346.11,4.74452
1790,340.587,344.997,4.89699
1791,361.474,345.414,5.09678
1792,294.249,347.532,4.91958
1793,312.236,348.393,4.80219
1794,330.024,346.951,4.87561
1795,372.151,347.318,5.23792
1796,324.689,349.171,4.9538
1797,346.323,347.484,5.04113
1798,383.167,347.518,5.42184
1799,357.252,349.264,5.11812
1800,366.404,348.324,5.30632
1801,303.067,350.844,4.95145
1802,334.675,350.712,5.07441
1803,340.953,351.039,5.05991
1804,352.006,350.949,5.14238
1805,296.551,352.423,4.93571
1806,307.69,352.594,4.81067
1807,317.759,352.53,5.06766
1808,376.69,350.727,5.39141
1809,329.033,354.136,5.26071
1810,346.149,353.766,5.02622
